project_name,oneliner,project_namespace,project_url,topics,rubric,last_update,stargazers_count,dominating_languages,organization,languages,homepage,created,license,total_commits_last_year,last_issue_closed,issue_labels,good_first_issue,contributors,organization_avatar,funding
OpenOA,"This library provides a framework for working with large time series data from wind plants, such as SCADA.",NREL,https://github.com/NREL/OpenOA.git,,Wind Turbines,"2021/10/09, 02:33:07",94,Python,NREL,"Python,TeX,Batchfile,Jupyter Notebook,Makefile",https://openoa.readthedocs.io/,"2016/12/22, 18:16:30",BSD-3-Clause,75,"2021/08/20, 04:39:32","bug,duplicate,enhancement,help wanted,in progress,invalid,joss-review,needs review,on hold,question,waiting for revisions,wontfix",0,12,https://avatars.githubusercontent.com/u/1906800?v=4,
ROSCO,NREL's Reference OpenSource Controller for wind turbine applications.,NREL,https://github.com/NREL/ROSCO.git,,Wind Turbines,"2021/10/15, 18:39:56",23,Python,NREL,"Python,Roff,Fortran,MATLAB,Scheme,F*,CMake,Shell,M",http://rosco-toolbox.readthedocs.io/,"2019/11/08, 15:47:14",Apache-2.0,61,"2021/10/15, 18:39:45","bug,documentation,duplicate,enhancement,good first issue,help wanted,invalid,question,wontfix",0,5,https://avatars.githubusercontent.com/u/1906800?v=4,
floris,A controls-oriented engineering wake model.,NREL,https://github.com/NREL/floris.git,,Wind Turbines,"2021/09/29, 20:07:04",67,Python,NREL,"Python,HTML,JavaScript,CSS",http://floris.readthedocs.io/,"2019/04/01, 17:38:14",Apache-2.0,45,"2021/09/23, 16:27:10","bug,dependencies,duplicate,enhancement,good first issue,help wanted,invalid,question,wontfix",1,21,https://avatars.githubusercontent.com/u/1906800?v=4,
WISDEM,Wind Plant Integrated System Design and Engineering Model.,WISDEM,https://github.com/WISDEM/WISDEM.git,"openmdao,systems-engineering,wisdem,wind",Wind Turbines,"2021/10/10, 02:57:20",66,Python,WISDEM,"Python,C,Fortran,Shell,Makefile",https://www.nrel.gov/wind/systems-engineering.html,"2014/09/04, 20:30:24",Apache-2.0,516,"2021/10/12, 12:57:07","alicia,bug,duplicate,enhancement,help wanted,ideas,in progress,invalid,LandBOSSE Integration,needs review,question,ready,wontfix",0,16,https://avatars.githubusercontent.com/u/5444272?v=4,
LandBOSSE,"The Land-based Balance-of-System Systems Engineering model is a systems engineering tool that estimates the balance-of-system costs associated with installing utility scale wind plants (10, 1.5 MW turbines or larger).",WISDEM,https://github.com/WISDEM/LandBOSSE.git,,Wind Turbines,"2021/08/09, 16:49:09",9,Python,WISDEM,Python,,"2014/10/06, 20:54:57",CUSTOM,15,"2021/08/09, 16:49:08","analysis script,approved,being reviewed,bug,changes requested,duplicate,enhancement,epic enhancement,help wanted,in progress,input enhancement,invalid,not started,output enhancement,parametrics,question,ready,wontfix",0,7,https://avatars.githubusercontent.com/u/5444272?v=4,
OpenMDAO,Optimization of Aerodynamic systems.,OpenMDAO,https://github.com/OpenMDAO/OpenMDAO.git,"nasa,open-source,framework,openmdao,optimization",Wind Turbines,"2021/10/14, 20:12:59",284,Python,OpenMDAO,"Python,Jupyter Notebook,HTML,JavaScript,CSS,Makefile,TeX,Shell",http://openmdao.org,"2016/08/25, 15:53:25",CUSTOM,1485,"2021/10/14, 20:13:03","Awaiting POEM Acceptance,backwards_incompatible,bug,case recording,dependencies,derivatives,docs,duplicate,enhancement,help wanted,invalid,n2,POEM,question,technical debt,wontfix",0,46,https://avatars.githubusercontent.com/u/861615?v=4,
windfarmGA,Genetic algorithm to optimize the layout of wind farms.,YsoSirius,https://github.com/YsoSirius/windfarmGA.git,,Wind Turbines,"2021/07/12, 12:06:44",20,R,,"R,C++",https://ysosirius.github.io/windfarmGA/,"2017/02/17, 16:56:52",CUSTOM,49,"2021/07/12, 12:06:41","bug,duplicate,enhancement,help wanted,invalid,question,wontfix",0,2,https://avatars.githubusercontent.com/u/861615?v=4,
GreenGuard,A collection of end-to-end solutions for machine learning problems commonly found in monitoring wind energy production system.,signals-dev,https://github.com/sintel-dev/GreenGuard.git,,Wind Turbines,"2021/10/13, 23:35:24",24,Jupyter Notebook,sintel-dev,"Jupyter Notebook,Python,Makefile,Dockerfile",https://sintel-dev.github.io/GreenGuard,"2018/09/27, 14:50:42",MIT,20,"2021/09/16, 20:07:15","bug,duplicate,enhancement,good first issue,help wanted,invalid,question,wontfix",0,5,https://avatars.githubusercontent.com/u/13336772?v=4,
ORBIT,Offshore Renewable Balance-of-system Installation Tool computes capital costs and activity times for offshore wind plant balance-of-system (everything besides the turbine) costs.,WISDEM,https://github.com/WISDEM/ORBIT.git,,Wind Turbines,"2021/10/14, 19:08:33",7,Python,WISDEM,Python,https://wisdem.github.io/ORBIT/,"2019/12/09, 19:05:10",Apache-2.0,105,"2021/08/04, 17:53:24","bug,documentation,duplicate,enhancement,feature,high-priority,infrastructure,integration,low-priority,medium-priority,question,timescale: days,timescale: hours,timescale: weeks",0,3,https://avatars.githubusercontent.com/u/5444272?v=4,
WindTurbineClassification,Specification of 'normal' wind turbine operating behaviour for rapid anomaly detection.,nmstreethran,https://github.com/nmstreethran/WindTurbineClassification.git,"energy,renewable-energy,python,jupyter-notebook,wind-turbines",Wind Turbines,"2021/09/30, 02:46:01",29,Jupyter Notebook,,"Jupyter Notebook,Python",https://nithiya.gitlab.io/post/wind-turbine-classification/,"2018/07/29, 23:36:18",MIT,17,"2021/08/15, 07:58:38","bug,duplicate,enhancement,good first issue,help wanted,invalid,question,wontfix",0,1,https://avatars.githubusercontent.com/u/5444272?v=4,
ANYstructure,Offshore Steel structure calculation tool with automatic optimization and report generation.,audunarn,https://github.com/audunarn/ANYstructure.git,"dnvgl-os-c101,design-of-offshore-steel-structures,buckling,fatigue-analysis,analysis-framework,plate-thickness,beam-section,gui-based,dnvgl-rp-c201,optimization-tools,structural-engineering,naval-architecture,dnvgl-rp-c203",Wind Turbines,"2021/10/06, 06:47:55",20,Python,,Python,,"2018/04/10, 09:10:37",MIT,188,"2021/10/06, 06:47:52","bug,duplicate,enhancement,good first issue,help wanted,invalid,question,wontfix",0,3,https://avatars.githubusercontent.com/u/5444272?v=4,
windrose,A graphic tool used by meteorologists to give a succinct view of how wind speed and direction are typically distributed at a particular location.,python-windrose,https://github.com/python-windrose/windrose.git,"python,matplotlib,windrose,wind,speed,pandas,numpy",Wind Turbines,"2021/10/16, 15:26:00",227,Jupyter Notebook,python-windrose,"Jupyter Notebook,Python,TeX",,"2015/06/16, 18:42:14",CUSTOM,1,"2021/10/12, 06:42:27","bug,deprecation,duplicate,enhancement,help wanted,in progress,invalid,question,warning,wontfix",0,10,https://avatars.githubusercontent.com/u/28726174?v=4,
SHARPy,Simulation of High Aspect Ratio aeroplanes and wind turbines in Python.,ImperialCollegeLondon,https://github.com/ImperialCollegeLondon/sharpy.git,"aeroelasticity,simulation,aeronautics,structures,structural-dynamics,wind-turbines",Wind Turbines,"2021/10/14, 05:07:48",63,Python,ImperialCollegeLondon,"Python,Shell,Dockerfile,CMake",https://imperial.ac.uk/aeroelastics/sharpy,"2016/10/07, 10:11:51",BSD-3-Clause,43,"2021/08/26, 06:07:39","bug,Documentation,duplicate,enhancement,feature proposal,good first contribution,help wanted,invalid,potential bug,question,wontfix",0,10,https://avatars.githubusercontent.com/u/1220306?v=4,
WindSE,A Python package that uses a FEniCS backend to perform wind farm simulations and optimization.,NREL,https://github.com/NREL/WindSE.git,,Wind Turbines,"2021/10/12, 13:57:30",29,Python,NREL,"Python,Shell",,"2019/04/26, 21:00:20",CUSTOM,199,"2021/10/01, 16:52:03","bug,duplicate,enhancement,good first issue,help wanted,high priority,invalid,question,wontfix",0,5,https://avatars.githubusercontent.com/u/1906800?v=4,
WEIS,WEIS is a framework that combines multiple tools to enable design optimization of floating offshore wind turbines.,WISDEM,https://github.com/WISDEM/WEIS.git,,Wind Turbines,"2021/10/07, 16:54:15",22,Fortran,WISDEM,"Fortran,Roff,C++,Python,C,Jupyter Notebook,CMake,TeX,MATLAB,Makefile,Scheme,F*,Batchfile,CSS,Shell,Dockerfile,SWIG,Objective-C,M",,"2020/08/21, 16:54:28",Apache-2.0,771,"2021/09/27, 15:32:15","bug,documentation,duplicate,enhancement,good first issue,help wanted,invalid,question,wontfix",0,10,https://avatars.githubusercontent.com/u/5444272?v=4,
HAMS,An open-source computer program for the analysis of wave diffraction and radiation of three-dimensional floating or submerged structures.,YingyiLiu,https://github.com/YingyiLiu/HAMS.git,"wave-structure-interaction,boundary-element-method,potential-flow-theory,offshore-wind-platforms,ocean-wave-energy-converters",Wind Turbines,"2021/10/12, 05:22:06",33,Roff,,"Roff,Fortran,Python,Makefile,Batchfile",,"2020/10/30, 15:48:46",Apache-2.0,160,"2021/07/03, 15:57:08","bug,documentation,duplicate,enhancement,good first issue,help wanted,invalid,question,wontfix",0,2,https://avatars.githubusercontent.com/u/5444272?v=4,
brightwind,A Python library aims to empower wind resource analysts and establish a common industry standard toolset.,brightwind-dev,https://github.com/brightwind-dev/brightwind.git,,Wind Turbines,"2021/10/05, 13:34:12",28,Python,brightwind-dev,Python,,"2018/12/11, 15:49:26",MIT,144,"2021/09/15, 16:16:24","bug,documentation,duplicate,enhancement,function improvement,good first issue,help wanted,invalid,question,tutorial,wontfix",0,7,https://avatars.githubusercontent.com/u/45794645?v=4,
WecOptTool,Allows users to perform wave energy converter device design optimization studies with constrained optimal control.,SNL-WaterPower,https://github.com/SNL-WaterPower/WecOptTool.git,snl-applications,Hydro Energy,"2021/09/08, 15:36:42",2,TeX,SNL-WaterPower,"TeX,Python,GLSL",,"2021/06/08, 17:44:46",MIT,11,"2021/07/08, 21:30:53","bug,documentation,duplicate,enhancement,good first issue,help wanted,invalid,question,testing,wontfix",0,3,https://avatars.githubusercontent.com/u/5272629?v=4,
CACTUS,"A turbine performance simulation code, based on a free wake vortex method, to study wind turbines and marine hydrokinetic devices.",SNL-WaterPower,https://github.com/SNL-WaterPower/CACTUS.git,,Hydro Energy,"2021/08/10, 02:23:34",9,Fortran,SNL-WaterPower,"Fortran,Python,GLSL,MATLAB,CMake",,"2013/12/04, 20:59:48",BSD-3-Clause,5,"2021/08/09, 19:44:50","bug,documentation,duplicate,enhancement,invalid,question,testing,wontfix",0,6,https://avatars.githubusercontent.com/u/5272629?v=4,
MHKiT-Python,"Provides the marine renewable energy community tools for data processing, visualization, quality control, resource assessment, and device performance.",MHKiT-Software,https://github.com/MHKiT-Software/MHKiT-Python.git,"mhkit-python,mhkit,marine-renewable-energy,quality-control,visualization,python",Hydro Energy,"2021/09/30, 01:48:03",19,Python,MHKiT-Software,Python,https://mhkit-software.github.io/MHKiT/,"2019/12/17, 18:24:24",BSD-3-Clause,258,"2021/09/15, 17:36:38","bug,Clean Up,deprecation,documentation,duplicate,enhancement,good first issue,help wanted,invalid,loads module,power module,proposal,qc module,question,river module,tidal module,utils module,wave module,wontfix",0,11,https://avatars.githubusercontent.com/u/58954145?v=4,
HydroPowerSimulations.jl,Contains extensions on PowerSystems.jl and PowerSimulations.jl to enable enhanced hydropower representations.,NREL-SIIP,https://github.com/NREL-SIIP/HydroPowerSimulations.jl.git,,Hydro Energy,"2021/05/12, 12:02:13",4,Julia,NREL-SIIP,Julia,,"2020/08/18, 16:55:39",BSD-3-Clause,19,"2021/05/12, 12:02:10","bug,documentation,duplicate,enhancement,good first issue,help wanted,invalid,question,wontfix",0,3,https://avatars.githubusercontent.com/u/44615001?v=4,
OpenHPL,An open source hydropower library that consists of hydropower unit models and is modeled using Modelica.,simulatino,https://github.com/OpenSimHub/OpenHPL.git,"hacktoberfest,hydropower,modelica-library,academic",Hydro Energy,"2021/10/05, 15:01:55",12,Modelica,OpenSimHub,"Modelica,TeX,Python",https://openhpl.opensimhub.org,"2019/08/26, 12:09:25",CUSTOM,40,"2021/10/03, 15:33:48","bug,documentation,duplicate,enhancement,good first issue,help wanted,invalid,question,wontfix",0,4,https://avatars.githubusercontent.com/u/90337436?v=4,
WEC-Sim,Wave Energy Converter Simulator is an open source code for simulating wave energy converters.,WEC-Sim,https://github.com/WEC-Sim/WEC-Sim.git,"wec-sim,marine-renewable-energy,wave-energy,matlab,simulink,snl-applications,hydrodynamics",Hydro Energy,"2021/10/13, 14:53:26",75,MATLAB,WEC-Sim,MATLAB,http://wec-sim.github.io/WEC-Sim,"2014/06/03, 16:56:49",Apache-2.0,261,"2021/10/14, 15:37:30","Added Mass,BEM/BEMIO,Body Class,Body-to-body,Bug,Cable,Constraint,Control,Documentation,Drag/Morison,Enhancement,Example,Git/GitHub,Good first issue,High,Library,MATLAB/Simulink,MCR/PCT,Mesh,MoorDyn,Mooring,Multi-body solver,Non-linear hydro,PTO,PTO-Sim,Response Class,SCM/Cleanup,Simulation Class,Support,Tests/CI,Theory,Version,Visualization,Waves,WEC-Sim Application,wecccomp",0,26,https://avatars.githubusercontent.com/u/7662103?v=4,
BEMRosetta,"Used to model hydrodynamic forces in offshore devices like ships, offshore wind platforms and wave energy converters.",BEMRosetta,https://github.com/BEMRosetta/BEMRosetta.git,"hydrodynamics,meshviewer,mesh-processing,potential-flow,offshore-wind-platforms,hydrodynamic-coefficients-viewer,boundary-element,wave-energy",Hydro Energy,"2021/10/15, 23:25:22",30,C++,BEMRosetta,"C++,C,Turing,Batchfile,Python,Shell,SWIG",,"2019/03/13, 11:46:14",GPL-3.0,79,"2021/05/27, 19:06:56","bug,duplicate,enhancement,good first issue,help wanted,invalid,question,wontfix",0,2,https://avatars.githubusercontent.com/u/79283040?v=4,
Capytaine,A Python package for the simulation of the interaction between water waves and floating bodies in frequency domain.,mancellin,https://github.com/mancellin/capytaine.git,"python,fortran,hydrodynamics,potential-flow,boundary-element-method,water-wave,wave-energy",Hydro Energy,"2021/10/15, 13:09:13",52,Python,,"Python,Fortran,TeX,MATLAB,Makefile,Batchfile,Shell",https://ancell.in/capytaine/,"2017/09/16, 13:11:11",GPL-3.0,36,"2021/09/18, 08:15:12","bug,dependencies,duplicate,enhancement,good first issue,help wanted,invalid,question,wontfix",2,7,https://avatars.githubusercontent.com/u/79283040?v=4,
pygfunction,An open source toolbox for the evaluation of thermal response factors of geothermal borehole fields.,MassimoCimmino,https://github.com/MassimoCimmino/pygfunction.git,,Geothermal Energy,"2021/10/07, 08:02:22",26,Python,,Python,,"2017/08/14, 20:13:54",BSD-3-Clause,267,"2021/10/12, 02:37:25","bug,documentation,duplicate,enhancement,feature,help wanted,invalid,question,wontfix",0,3,https://avatars.githubusercontent.com/u/79283040?v=4,
multiphysics,Interactive (Heat Transfer) Simulations for Everyone.,charxie,https://github.com/charxie/multiphysics.git,"simulation,energy,physics,heat-transfer,engineering,science",Geothermal Energy,"2021/08/02, 20:43:38",37,Java,,"Java,Inno Setup",,"2014/03/28, 15:24:48",LGPL-3.0,12,"2021/01/10, 01:29:13","bug,duplicate,enhancement,invalid,question,wontfix",0,1,https://avatars.githubusercontent.com/u/79283040?v=4,
FEHM,"Has proved to be a valuable asset on a variety of projects of national interest including Environmental Remediation of the Nevada Test Site, the LANL Groundwater Protection Program, geologic CO2 sequestration, Enhanced Geothermal Energy programs, Oil and Gas production, Nuclear Waste Isolation, and Arctic Permafrost.",lanl,https://github.com/lanl/FEHM.git,"porous-flow,simulation-modeling,reactive-chemistry,coupled-heat-mass,multiphase-transport,groundwater-modelling,carbon-storage,soil-vapor,earth-science,carbon-sequestration,subsurface-remediation,nuclear-waste-repositories,subsurface-hydrology,geothermal-energy",Geothermal Energy,"2021/10/06, 07:15:23",23,Fortran,lanl,"Fortran,GLSL,Roff,Python,Julia,Makefile,Batchfile,C++,Smarty,Tcl",https://fehm.lanl.gov,"2017/12/13, 21:46:09",CUSTOM,4,"2020/10/22, 22:15:38","bug,Documentation,duplicate,enhancement,good first issue,help wanted,invalid,question,test suite,wontfix",0,7,https://avatars.githubusercontent.com/u/585305?v=4,
thermo,"Thermodynamics, phase equilibrium, transport properties and chemical database component of Chemical Engineering Design Library.",CalebBell,https://github.com/CalebBell/thermo.git,"thermodynamics,chemistry,cheminformatics,chemical-engineering,mechanical-engineering,viscosity,density,heat-capacity,thermal-conductivity,surface-tension,combustion,environmental-engineering,solubility,vapor-pressure,equation-of-state,molecule,process-simulation,physics",Geothermal Energy,"2021/10/09, 06:09:30",324,Python,,Python,,"2016/07/01, 16:04:56",MIT,985,"2021/07/24, 03:15:31","bug,duplicate,enhancement,help wanted,invalid,question,wontfix",0,10,https://avatars.githubusercontent.com/u/585305?v=4,
biosteam,The Biorefinery Simulation and Techno-Economic Analysis Modules.,BioSTEAMDevelopmentGroup,https://github.com/BioSTEAMDevelopmentGroup/biosteam.git,"distillation,flash,biorefinery,bioprocess,fermentation,thermodynamics,pump,monte-carlo,heat-exchanger,techno-economic-analysis,chemical-engineering,biochemical-process,unit-operation,process-simulation,sensitivity-analysis,reactor,centrifuge",Bioenergy,"2021/10/14, 14:13:12",81,Python,BioSTEAMDevelopmentGroup,Python,,"2019/01/08, 12:02:16",CUSTOM,507,"2021/10/13, 04:35:33","bug,documentation,duplicate,enhancement,good first issue,help wanted,invalid,notification,question,wontfix",2,5,https://avatars.githubusercontent.com/u/61621970?v=4,
