project_name,oneliner,git_namespace,git_url,platform,topics,rubric,last_commit_date,stargazers_count,number_of_dependents,stars_last_year,project_active,dominating_language,organization,organization_user_name,languages,homepage,refs,project_created,project_age_in_days,license,total_commits_last_year,total_number_of_commits,last_issue_closed,open_issues,closed_pullrequests,closed_issues,issues_closed_last_year,days_until_last_issue_closed,open_pullrequests,reviews_per_pr,development_distribution_score,last_released_date,last_release_tag_name,good_first_issue,contributors,accepts_donations,donation_platforms,code_of_conduct,contribution_guide,dependents_repos,organization_name,organization_github_url,organization_website,organization_location,organization_country,organization_form,organization_avatar,organization_public_repos,organization_created,organization_last_update
CodeCarbon,Track emissions from Compute and recommend ways to reduce their impact on the environment.,mlco2,https://github.com/mlco2/codecarbon.git,github,,Computation and Communication,"2024/05/01, 15:45:22",937,596,265,true,Python,,mlco2,"Python,CSS,Dockerfile,Mako,Shell",https://mlco2.github.io/codecarbon,",https://zenodo.org/badge/latestdoi/263364731","2020/05/12, 14:44:03",1455,MIT,267,1594,"2024/05/01, 15:45:29",91,262,449,97,5,17,1.4,0.788188976377953,"2024/05/01, 09:21:32",v2.4.0rc0,14,59,false,,false,true,"Akaisorani/code_data_of_mvgpt,mozilla/docornot,Agarciahunter/CS6263_Assignment_2_Decoder,j-tobias/AAC,sabszh/cds_la,MoritzPalm/LiDAR_Detection,SubodhAmruK/placement-prediction-system,PennLINC/aslprep_build,vdwow/ai-ethics-toolbox,NYU-DS-4-Everyone/dropout,dylanmiddendorf/cse432-project,lrahbek/cds-lang-assignments,x-tabdeveloping/language-analytics-assignment2,x-tabdeveloping/language-analytics-assignment3,x-tabdeveloping/language-analytics-assignment4,louisebphansen/assignment-1-linguistic-analysis-using-nlp-louisebphansen,SMosegaard/cds-lang,x-tabdeveloping/language-analytics-assignment1,idajohannesen/cds-lang,maejam/CEA,banglawiki/Bangla-LLaMA,togethercomputer/transformers_port,louisebphansen/assignment-3-query-word-embeddings-louisebphansen,getalp/Self-Supervised-Learning-HAR,louisebphansen/assignment-2-text-classification-louisebphansen,AmareshMuddebihal/Pedestrian-detection-assistance-system,CHN-ChenYi/592-Project,andrewicus2/Data-Sci-Final-Buffer,NYU-DS-4-Everyone/doordash-data-analysis,LauraBang22/cds-language,PyLadiesGermany/pycon-us-2024-workshop,cd-athena/GREEM,Wicwik/prompt-arithmetics,khulnasoft-lab/autotrain-advanced,CDS-AU-DK/cds-language,cruiseresearchgroup/MAPLE,d-ailin/CLIP-Guided-Decoding,ayuram/music-generation-watermarking,fitriadi19/transformers,bbhitec/hugging-chain,protopia-ai/transformers,riddhiijoshi/e-commerce-Green-Software-Development,riddhiijoshi/GSDS,Fonty02/Tesi,sharv04/E-Commerce,Yaoisss/transformers,nehaejaz/anomaly-detection-thesis,RolnickLab/ClimateSet,tanishqc16/Ecommerce_GSDS,tanishqc16/EasyShop,pengwei-iie/CTISum,itshuey/DoLa,VKunjir/E-Commerce-Website-GSDS,Pranay8841/flask-app,jasonjay86/CS6263Assignment2,orangecheers-x/APTMoE_Predictor,MaLA-LM/mala-500,Lilferrit/Bild-Fork,orangatun/nlp-table-questioning,mmoreirast/final-project,ryanyxw/llm-decouple,nguyen-brat/LLM-tuning,hominhha/fixmatch,Le-Long/faithful-decoder,Abdullah-kwl/Transformers-HQQ-Integration,SimeonAllmendinger/collafuse,Labbeti/dcase2024-task6-baseline,Aniloid2/SemRoDe-MacroAdversarialTraining,FDillk/carelabels_with_mlflow,tarekziade/docornot,qqplot/dcpmi,chernykovv/LLM-Diffusion,tarekziade/pardonmyai,swan-maillard/AGIR,kflow-ai/transformers,albert-queralto/car_racing_rl,ChaosCodes/residual_moe,id-2/transformers,pedrolbacelar/llm_uni_guide,Abdomash/ml-energy-consumption,rishabhshah13/quantization-workbench,inorrr/CSC494_LLM,yakupcanavci/transformers,RobertoCapo7/MelanomaCNNClassifier,tmplxz/metaqure,erlendlokna/Generative-SSL-VQVAE-modelling,LuYF-Lemon-love/susu-transformers-docs,LorenzoLongarini/Fifa-Chatbot,tic-top/tr,green-id-dev/green-ai-workshop,replit/transformers,federicosiciliano/easy_torch,sssszh/CodePLAN,nacey222/-,Jieun1018/whisper,athletedecoded/climate-peft,VityaVitalich/LLM_Compression,ScorpionBytes/transformers,duyy97/transformers,t-kuculo/T-SEE,DRAGNLabs/301r_retnet,pkunlp-icler/FastV,yilongzhou/transformers,TokisakiKurumi2001/MiniLLM,HeydarSoudani/TG_AUG,longchentian/Pix2Text-nougat-texify-GUI,raulink/dashboards-python-apps,chenllliang/FastV,adithya-s-k/LLM-Alchemy-Chamber,tml-epfl/long-is-more-for-alignment,cekkr/huggingrocm,cerfacs-globc/xtclim,parameterlab/apricot,Jay4Codes/Carbon-Assessment,AIWithShrey/MST-Chatbot,collab-uniba/MLOpsTemplate,kwang517/Data-2,bfriend0303/software_company,wyeekong/bmi706brainstorm,rexionmars/transformers,ear-team/darksound,pangjh3/LLM4MT,paul-rottger/llm-values-pct,intel/osseu-llm-demo,Jackson-Mu/FIFAWorldCup2022,codingbus821/MitigatingHallucination,emigre459/evlens,fmind/mlops-python-package,Cimagroup/SurveyGreenAI,ictnlp/TruthX,EduardAliaga/Image-classification-for-Alzheimer-MRI-Disease,g8a9/multilingual-asr-gender-gap,hkust-nlp/Activation_Decoding,MannySidhu/ESG,lukasgro63/hollerithmltraintrack,ZIYU-DEEP/minillm-test,omri123/transformers,ab2804/kgem-energy-efficiency,zengjixiang/autotrain-advanced,Fra3005/GHIPrediction,datalogism/12ShadesOfRDFSyntax,SHRK974/travel-order-resolver,testfailed/transformers,JohatTech/Pdf-translator-,MegaPepeMan/sustainer_moduloFIA,LiganiumInc/Satellite-Semantic-Segmentation,AndreaZecca/chat-llamaindex-RAG,cyrus1123/Trans_1.0.0,TheBlackTesla/transformers,tristangclvs/-DataChallenge--Odontocetes_click_sounds_detection,jluo41/learning-transformers,cl-tohoku/Multi-VidSum,Open-ICT-integrator/ServiBot,rseng/rsepedia-analysis,cyrus1123/TransTest,jongwooko/distillm,SqueezeAILab/KVQuant,qmarcou/keras_extra,GeorgePulickal/Alzheimers,charon52hz/chz_transformers,nhockool1002/self-study-hiragana-katakana,Nkluge-correa/TeenyTinyLlama,nhockool1002/myboard,Kaleidophon/non-exchangeable-conformal-language-generation,sehyeondev/transformers,shahzaibb101/feeds,daJster/KG-generation,ltrc/Mukhyansh,0-KaiKai-0/SH2,kemalcanbora/serverless-ml-carbon-tracking,kch8906/LLM,PeARSearch/PeARS-OMD,ozantanriverdi/Group-3-Karting-Challenge-Solver,nrminor/ALPINE,GAISSA-UPC/ML-GAISSALabel,JjjFangg/Llama-training,wusar/minillm,cyrus1123/Transformer-Cancer,Nkluge-correa/Aira,Kitware/geowatch,RUCAIBox/LIVE,siddhant-uniyal/rjhacks,GMU-instructor/Binder_example,sprenkamp/jurai,swj0419/in-context-pretraining,StefanoColamonaco/chat-llamaindex-RAG,EvertvanNoort/EvertvanNoort.github.io,allenai/OLMo,LuCeHe/stable_spike,ahnaf000/portfolio,faizan35/todo-app-python,Crash-Browser/transformers,devidw/transformers,CasperAntonPoulsen/KnowledgeDistillation,muqsitnawaz/perseus,GOFAST007/refactored-doodle,raphischer/edge-acc,XMUDM/PIPA,phamhoang1507/SoSanhDoTuongDongGiua2VanBan,fanyin3639/LID_for_Truthfulness,LDYang694/transformers_jittor,nhungwt/autotrain,ljs9904ljs/csed499-1-code-generator,steip/CLER,Ellariel/ln-one-shot-path-planning,HillZhang1999/ICD,raphischer/xpcr,Sannaraek/SSL_HAR,Gooroomee-alpha/sat_gpt_generator,vadimaws/transformers-apr21-fix,leo4life2/algoml-final,Ameyapores/Dreambooth,mudigosa/LLM-Transformers,nrminor/Amplityper,jaco5157/bitsxlaMarato,rpa020/compression,Bruteforce-Group/transformers,jeunjetta/transformers,RithvikKasarla/InceptionV4_parallelization,Xingyan3/DoLa_Xsum,BrightProgrammer7/autogpt-arena-hacks,Kasliwal17/fed,se4ai2324-uniba/MalURLs,lievan/effective-batching,se4ai2324-uniba/MusicExpress,bascr/chatbot_huggingface,jeffmaury/transformers-test,YuanGongND/ltu,foranonymoussubmissions2022/T-SEE,bdangs/CS182Project2,se4ai2324-uniba/GHIPrediction,nelionel/T5_small_ADED,thaisaraujom/mlops2023,marianabritoazevedo/mlops2023,MarcT0K/Statistical-Leakage-SSE-attacks,MortadhaMannai/XAI_ConstrainedAttentionVerifier,ardarslan/egocentric-video-understanding,petrolifero/IAProject,julesname/FINAL1,julesname/FINALHEART,shliu0/NLP_Translation,tekiny/rag_ray_finetune,se4ai2324-uniba/DetectionOfOnlineSexism,BigWaterBcn/AB-Data-Challenge,nelionel/T5_small_AD,tw-yoo/archiev_backend,ZeruiW/XAIport,AntoineTSP/Hickathon_4,dariobrunelli/federated_learning,shaunck96/LLM-Optimization-By-Domain,khanhnguyen21006/transformers_wc,LTibo/llm-hun-performance-benchmarks,Orange-OpenSource/rdf-dst,jackdoylejackdoyle/ml_flow-FINAL-1,sayuh07/SpotifyTop50,Farama-Foundation/a2perf-code-carbon,Beomi/transformers-lmhead-logits,kyegomez/transformers,soundwaverohit/QuantumSelfDriving,aidos-lab/TEQUAL,2lambda123/huggingface,nlanget/Aaknes-borehole,dyh1265/gnntarnet,taheeraahmed/tdt17-visuell-intelligens,Rahulc26/Victus,GeremiaPompei/energiai,tangyoubaocs/visualchat_transformers,pkusc/SC23_MLPerf_Transformer,rk-guru/photo-creator-copy,ericaannnie/sleep-efficiency-final,notvicent3/transformers,hrouhizadeh/BioWiC,alexgenovese/cog-autotrain-dreambooth,suryayalavarthi/Stable-Diffusion,abhinand5/tamil-llama,mike6649/fl-minillm,lokeshmadasu42/Abstractive-Summarization-For-Telugu,UMass-Foundation-Model/CoVLM,AlbertoUAH/Zalando,mengfei25/tmp-transformers,nlply/QTDebias_code,albertkjoller/OticonAudioExplorers-2023,leohouairi/score-based-generative-modeling,dawnwccc/llmnote,1gni5/green-hackathon,sashavor/co2_inference,turintech/transformers,hiaac-nlp/CAPIVARA,johnnyoshika/llm-notebooks,ramcarreno/pos-tagger,BillChan226/HALC,ivgtech/nan_jx,CAMeL-Lab/arabic-gec,CaulCaul/Transformer-x,openfoodfacts/openfoodfacts-ai,lokeshmadasu42/Mukhyansh,parvathy90/https-github.com-huggingface-transformers,MLOps-essi-upc/taed2-PedestrianDetection,MLOps-essi-upc/TAED2-Falsettos,ddevaul/logion_bert,Srikanth1408/Stable_Diffusion-Hackathon,mahdi-shafee/transformers-edit,hangligit/DalleFlamingo,Ten000hours/ApproxMeth,ntgiang71096/lm-watermarking,RulinShao/Llava-doremi,julesname/midtermCheck,ericaannnie/midtermtesttrial,ericaannnie/midterm,jackdoylejackdoyle/midterm,issamemari/real-estate-analysis,ocislyjrti/NeuralAttention,sayuh07/StreamLitProject,MLOps-essi-upc/TAED2-clothing-reviews,ninaneens/YouTube,ME-ICA/fmripost-tedana,datarootsio/mlflow-emissions-sdk,yining610/in-context-generalization,EdVince/whisper-trtllm,furqan-y-khan/TecheEmmisions,MLOps-essi-upc/MLOps-braint,meslubi2021/transformers,narutohyc/transformers,AliAl-Gburi/mlflow-emissions-sdk,alex-askr/llm-api,wujianP/ngc-workspace,pradeepmisal/TechEmmisions,alixlam/fmristroke,MilaNLProc/interpretability-mt-gender-bias,skzhang1/IDEAL,abishekat/azure-xai-service,tjisousa/green_it_practical,MLOps-essi-upc/taed2-ML-Alphas,KpKqwq/CHLS,BorrisonXiao/whisper-st,baler-collaboration/baler,TokisakiKurumi2001/transformers_mistral,MLOps-essi-upc/MLOps-TeamBeans,MLOps-essi-upc/MLOps-SentiBites,Rhine-AI-Lab/ThinkingMath,osmarks/transformers-patch-siglip,drasaadmoosa/LMOps,sarvex/LMOps,EjbejaranosAI/EmotionUnify,ScorpionBytes/HF-Transformers,taheeraahmed/carbon-footprint-trackers,gkbharathy/LMOps,uvdhatri/dugdashdiscovery,jvzoov/huggingface,taneset/RAGLLM,dario-pipein/Federated-learning,pouya-haghi/HF-autotrain,tmplxz/xpcr,beratcmn/autotrain-webui,leha-ux/Dashboard_GenerativeAI,kssteven418/SqueezeLLM-gradients,christophe-cerin/Ecoindex-Revisited,Binn37/bert-pytorch,himanshusin/img_test,umasolution/python_2,lih1130/newT5,mahdiabdollahpour/beam-search-with-rollouts,68thandMaine/deep_learning_for_coders,lq147258369/bert-learning,kang-tech/-,kilitary/dash-apps-gaming,kumulaor/test,ksquarekumar/jupyter-docker,Pratikshaa1216/CodeGreen,rudolfKischer/fastAssistant,peterjhwang/llama-api,donnate/gnumap,aramis-lab/clinicadl,joshbickett/basic-llama-convert,TinusAlsos/TDT4265_project,Hanpx20/Anchor_Data_Preprocess,ArtificialZeng/transformers-Explained,satyam5465/huggingface,SimengSun/alpaca_farm_lora,michaelmior/annotate-schema,JacobHeldt/SyntheticEye,Atharva7K/MMS-Code-Switching,GAISSA-UPC/energydl,fe1ixxu/ALMA,jprachir/image_to_text_converter,GAISSA-UPC/energydl-full,awsm-research/VQM,voidism/DoLa,gmrandazzo/RegressionPipeliner,software-energy-cost-studies/profiling,shinkenuu/rag,anshsarkar/transformers-langchain,alvarodr21/energydl,Jhj9/BRL-Chatbot-Demo,fxmarty/transformers-hard-fork,valexsyu/llama-recipes-NAT,IowaSanae/electrolyte-chatbot,markavale/llama-2-service,chengxuz/lm_eval_for_MLM,paniniDot/SciLay,richard-urena/ecodreamers-api-lambda,Bit0r/fish-config,yegcjs/DiffusionLLM,phimer/softDsim-green,apoorvakliv/fed2tier,VivianL292/CO2EmissionsModelTesting,islive233/transformers-4.31.0,SamKenX-Hub-Community/SAMkenXTransformers,cmougan/SelectiveRegression,tammypi/llama-finetune-total,HivaMohammadzadeh1/feedback,smit-shah-x38/dbquery,mkingopng/nineveh,Hill-Research/TextExtraction,Hill-Research/FigureClassification,2lambda123/transformers,MLOps-essi-upc/MLOps2023Course-demo,navnit3366/transformers-main,kianwoon/autotrain,tooniez/transformers,sampangtf/ML-wLimited-Supervision-XLM_CLIP,OwenXu6/transformer,rgobinat/TamilGPT,XDeepAzure/nmt-corrector-src,iamrajatroy/Data-Science-Lab,Say383/transformers,jlaumonier/apnea,alesimattia/Prog_DeepL-ZeroShotLearning-analogy-based,AnneHartebrodt/codegreen-client,OMoooMO/transformer-4.31.0.dev0,mboissiere/CityNoise-project-28095,syskn/transformers-4.30.1,XDeepAzure/Train_code,sovdevs/tubetranslate-api,Zuckerbird/transformerswithLoRA,mathislindner/log-summary,getalp/SmartComp2023-HAR-Supervised-Pretraining,JiaqiLi404/SemiSupervisedObjectDetection,karim-aboelazm/transformers,byungdoh/llm_decomposition,geminiwenxu/Tokenizers,Sonata165/ControllableLyricTranslation,MilaNLProc/simple-generation,ArtificialZeng/tranformers-expalined,tmhho/FixMatch,gaetanbrison/summerschool,Vito-Scaraggi/PoseEstimator,boettiger-lab/approx-model-or-approx-soln,JAEarly/MIL-Multires-EO,gnngo4/animalfmritools,alemolteni/codecarbon_project,RyozoMasukawa/Unilog_Reproduction,alexandrehsd/asgard,luca-rossi/analogy-based-zsl,ejhusom/d2m,allenai/efficiency-pentathlon,christopherburatti/CV-DeepLearning,jcsenciales/transformers,ielab/wandc,chachoutaieb/encoding_energy_co2,xiaojunjun65/transformers-mlu_4.27.1,SundayZhao/codebert_gec,5tghrt/weefggr,tornede/py_experimenter,octo-technology/Formation-MLOps-3,Ellariel/train-test,GAISSA-UPC/ML-models-compression-for-energy-efficiency,189569400/huggingface_transformers,Pituel/CARLA_RL_TFM_UOC,gonzalo-cordova-pou/MLADHD,fitbenchmarking/fitbenchmarking,transmuteAI/trailmet,mukhal/grace,sainzunai/MUCSI_proyecto_DL_NLP,waleedhassankhan/Transformers,metaed-gauxplay/transformers-hugginface,huggingface/autotrain-advanced,microsoft/LMOps,mmweka/transformers-t5,omrisapir1/transformers,Saurabh1826/CNT_Research_Template,IPmu/transformers,RECeSS-EU-Project/stanscofi,interactivetech/deepspeed-mpt-test,joolstorrentecalo/transformers,cwilldoner/practicalwork,meghanav13/cnt-research,SnowdenH/transformers_hzy_4290,dayu11/selective_pretraining_for_private_finetuning,griff4692/edu-sum,XMUDM/PIDPA,GliozzoJ/pathonet_compression,yfqiu-nlp/mfact-summ,manon-reusens/text-classification-benchmark,pranavajitnair/DAPA,debayan/sparql-vocab-substitution,UKPLab/2022-RAFT,greenpeace/gpi-techlab-ipr-protection-webapp,Fujitsu-Systems-Europe-FSE/Apheleia,chatprism/transformers,launchnlp/BOLT,gaetanbrison/Finance-app,snapADDY/transformers,fededge/framework,SundayZhao/newRepo,dani-kjh/TFG_replication_package,SaiS-TJHSST/Visual-BERT-Embeddings-Demo,yueming-zhang/transformers,NeurIPS2023-7956/BiLD,MakakWasTaken/green-analytics-python,desmondlew556/ViTPointFuser,sxnohnarla/MTGP,JohannesGetzner/dl-energy-estimator,anupamkliv/FedERA,disi-unibo-nlp/easumm,congtuong/transformers,egegulerr/FederatedLearning,topwhere/transformers,anupam-kliv/fl_framework_initial,griff4692/calibrating-summaries,nhinguyen3499/gtao,SteadyBits/rai_av,CharlesBoydelaTour/EcoCode,dd-test5/transformers,kristinasisiakova/Data-Science---Final-Project,NYU-DS-4-Everyone/Hotel-Bookings,Kihansi95/Linkmedia_AttentionPlausibilityByConstraint,sarvex/transformers,Knarik1/Cross_Lingual_Domain_Generalization,Hamsanand13/Mini-Project,szscer/huggingface,hzvolkan/transformers,yuchenbian/transformers_2020,liuyeah/transformers,Veronicium/AnchorDR,josephgiovanelli/mo-importance,haotian-liu/transformers_llava,DFKI-NI/green_automl_for_plastic_litter_detection,GreenAI-Uppa/la-derniere-bibliotheque,cc0408/bart_emo,i-Eval/ieval-instruction,B-Prasanth3/Food-classification,wxjiao/ParroT,MMV-Lab/EfficientBioAI,UPennBJPrager/CNT_Research_Template,jessikamakinen/thesis_jessika,noggame/gpt4all-kor,goriri/alpaca-training,gaetanbrison/predictive-analytics-app,huangch/gpt,MikeGu721/EasyLLM,zhangbo2008/transformers_4.28_annotated,zentrum-lexikographie/eval-de-lemma,kesperinc/huggingface_transformer,viridius-1/transformers,kssteven418/transformers-alpaca,pasqualedem/EzDL,doapply/transformers,GreenAITorch/GATorch,Berrylcm/transformers,trujillola/Data-Challenge,Arkai-t/Data-Battle-DatAvengers,Anon-Team/VIT-AVR,NeuroTechX/moabb,KseniaSycheva/LMInference,briancabbott/ChatNow,LocalLegend517/transformers,MJ2090/llama,pedrohmeiraa/TEDA-Regressor,chaoyi-wu/Finetune_LLAMA,mylu/transformers,GiuseppePerugia/Green-Coding-Competition-FY23,Mulatingz/API_PI-2,gymeee0715/ACSSR,lxe/transformers,Navya-Manya/MVP,melihogutcen/transformers,lolofo/AttentionGeometry,cedrickchee/transformers-llama,samkenxstream/SAMkenXTransformers,aleclagarde/tfg,Centaurioun/transformers,ijakenorton/Summary_Framework,neuralswarm/models,Pandafluff025/transformers,kssteven418/BigLittleDecoder,Mojino01/hugging_face,dude2033/data_synthesizer,lasigeBioTM/exposome_NER_NEL,neuralmagic/transformers,Zappandy/spoken_language_detector,buaa-hipo/mimose-transformers,keitokudo/dentaku_skill_tree,MSD-IRIMAS/CF-4-TSC,Lestropie/fmriprep,ShahadBakhsh-1/fmriprep",,https://github.com/mlco2,,,,,https://avatars.githubusercontent.com/u/54071934?v=4,,,
experiment-impact-tracker,"Meant to be a simple drop-in method to track energy usage, carbon emissions, and compute utilization of your system.",Breakend,https://github.com/Breakend/experiment-impact-tracker.git,github,,Computation and Communication,"2021/06/04, 17:06:52",263,0,21,false,Python,,,"Python,CSS,HTML",,,"2019/11/06, 05:44:17",1643,MIT,0,82,"2022/06/10, 19:17:15",36,20,46,0,696,8,0.3,0.256756756756757,"2019/12/31, 20:48:09",0.1.3,0,5,false,,false,false,,,,,,,,,,,
Environmental Footprint Data,"Aims to reference as much data as possible to help organizations to evaluate the environmental footprint of their information systems, applications and digital services.",Boavizta,https://github.com/Boavizta/environmental-footprint-data.git,github,"ghg-emissions,footprint,environment,carbon-emissions,carbon-footprint,sustainability,digital-sustainability",Computation and Communication,"2023/02/23, 10:26:09",112,0,21,true,Python,Boavizta,Boavizta,Python,,,"2020/12/30, 15:01:59",1223,MIT,0,312,"2023/09/24, 20:33:49",20,61,73,1,224,0,0.2,0.391608391608392,,,0,10,false,,false,false,,,https://github.com/Boavizta,https://boavizta.org/en,,,,https://avatars.githubusercontent.com/u/74682393?v=4,,,
Carbonalyser,Allows to visualize the electricity consumption and greenhouse gases emissions that your Internet browsing leads to.,carbonalyser,https://github.com/carbonalyser/Carbonalyser.git,github,"addon,ecology,carbon-emissions,firefox-addon,chrome-extension",Computation and Communication,"2022/01/03, 16:57:46",147,0,9,false,JavaScript,,,"JavaScript,HTML,CSS",https://theshiftproject.org/en/carbonalyser-browser-extension/,,"2019/03/06, 20:42:01",1887,MIT,0,91,"2023/03/19, 17:53:38",31,12,29,0,414,8,1,0.175,"2020/01/10, 13:47:55",1.2.0,0,5,false,,false,false,,,,,,,,,,,
carbontracker,Track and predict the energy consumption and carbon footprint of training deep learning models.,lfwa,https://github.com/lfwa/carbontracker.git,github,,Computation and Communication,"2024/03/07, 21:09:51",337,39,91,true,Python,,,Python,,",https://arxiv.org/abs/2007.03051","2020/04/21, 12:01:38",1476,MIT,18,124,"2024/05/02, 10:29:47",17,5,52,23,4,2,0,0.506849315068493,"2023/09/13, 06:36:30",v1.2.1,0,5,false,,false,true,"Hryniewska/lung-segmentation-on-X-rays,pv08/FLConsumption-Forecasting-Scratch,sfh0345/Steam-Project,imneedle/projet-ia,PedramBakh/EC-NAS-Bench,mustass/i-resnet,Ya-chunJen/HiYoyo,Anemosx/auto-sys-agent,donnate/gnumap,NoeGille/seg-models,aidausmanova/commonsense_qa,software-energy-cost-studies/profiling,Banking-Analytics-Lab/INFLECT,gaetanbrison/summerschool,ejhusom/d2m,bgmeulem/EmissionCommonDS,asch-billetbillet/MPS-nn-decomposition,vperifan/Federated-Time-Series-Forecasting,Pulkit-Khandelwal/upenn-picsl-brain-ex-vivo,vladostp/an-experimental-comparison-of-software-based-power-meters,ioannismavromatis/sustainable-ai,olzama/neural-supertagging,AndySAnker/Brute-force-PDF-modelling,ITU-AI-ML-in-5G-Challenge/ITU-ML5G-PS-001-Euclid-Federated-Traffic-Prediction2022,neurodatascience/watts_up_compute,StrombergNLP/Low-Carbon-NLP,ConstanceDws/neural-audio-energy,misanchz98/TFG-Project,SonyCSLParis/AutoFX,anonymous9992/neural_audio_energy,NavneetSinghArora/Attention_and_Move,LeBenchmark/NeurIPS2021,Greazi-Times/IOT_MQTT,LukasHedegaard/pytorch-benchmark,kaiboon0216/covid-cases-analysis,mkonxd/HyperparameterPowerImpact,evantancy/ece4179,lucaspuvisdechavannes/LowCarbonNLP,perslev/U-Time",,,,,,,,,,
green-ai,The Green AI Standard aims to develop a standard and raise awareness for best environmental practices in AI research and development.,daviddao,https://github.com/daviddao/green-ai.git,github,,Computation and Communication,"2020/10/13, 13:08:55",79,0,4,false,,,,,,",https://arxiv.org/abs/1906.02243,https://arxiv.org/abs/1810.04805,https://arxiv.org/abs/1809.11096,https://arxiv.org/abs/1706.03762,https://arxiv.org/abs/1906.02243,https://arxiv.org/abs/1906.02243,https://arxiv.org/abs/1906.02243,https://arxiv.org/abs/1906.02243","2019/10/16, 11:35:57",1664,MIT,0,7,"2020/10/13, 13:13:00",0,2,3,0,1301,0,0,0.25,,,0,2,true,github,false,false,,,,,,,,,,,
Carbon Aware SDK,Helps you build the carbon aware software solutions with the intelligence to use the greenest energy sources.,Green-Software-Foundation,https://github.com/Green-Software-Foundation/carbon-aware-sdk.git,github,,Computation and Communication,"2024/04/23, 07:24:43",436,1,142,true,C#,Green Software Foundation,Green-Software-Foundation,"C#,MDX,JavaScript,Shell,TypeScript,Dockerfile,Smarty,PowerShell,CSS",https://carbon-aware-sdk.greensoftware.foundation/,,"2021/09/22, 23:10:41",956,MIT,234,1136,"2024/04/25, 11:15:04",27,209,451,217,11,5,0.6,0.818693693693694,"2024/03/06, 09:21:55",v1.3.0,0,43,false,,false,true,cloudyspells/azure-one-sub-lab,,https://github.com/Green-Software-Foundation,https://greensoftware.foundation,,,,https://avatars.githubusercontent.com/u/84547728?v=4,,,
ecoCode,Reduce the environmental footprint of your programs with this cutting-edge SonarQube plugin.,green-code-initiative,https://github.com/green-code-initiative/ecoCode.git,github,"ecodesign,sonarqube,sonarqube-plugin,climate-change,energy-efficiency,sustainability,code-quality,ecoscore,static-analysis",Computation and Communication,"2024/05/03, 13:04:10",120,0,75,true,Java,Green Code Initiative,green-code-initiative,"Java,Shell",https://ecocode.io,,"2022/11/28, 22:21:52",524,GPL-3.0,434,1278,"2024/05/03, 13:04:11",45,152,243,146,3,16,2,0.545263157894737,"2023/12/29, 15:24:20",1.4.4,0,51,false,,false,true,,,https://github.com/green-code-initiative,,France,,,https://avatars.githubusercontent.com/u/117859860?v=4,,,
PowerJoular,Allows monitoring power consumption of multiple platforms and processes.,joular,https://github.com/joular/powerjoular.git,github,"ada,energy,green,power,software,joular,powerjoular",Computation and Communication,"2024/05/02, 16:16:26",45,0,21,true,Ada,The Joular Project,joular,"Ada,Shell",https://www.noureddine.org/research/joular/powerjoular,,"2021/03/22, 07:49:31",1141,GPL-3.0,33,110,"2024/04/02, 14:36:08",7,20,40,24,34,1,0.3,0.086956521739131,"2024/04/02, 14:54:39",0.7.3,0,3,false,,false,false,,,https://github.com/joular,https://www.noureddine.org/research/joular,,,,https://avatars.githubusercontent.com/u/78238145?v=4,,,
Green Algorithms,Aims at promoting more environmentally sustainable computational science.,GreenAlgorithms,https://github.com/GreenAlgorithms/green-algorithms-tool.git,github,,Computation and Communication,"2024/05/02, 11:28:56",79,0,26,true,Python,,,"Python,CSS,JavaScript,Procfile",http://green-algorithms.org/,",https://doi.org/10.1002/advs.202100707\n\n##","2020/07/13, 19:16:36",1393,CC-BY-4.0,5,244,"2023/04/19, 09:08:14",17,13,20,0,383,8,0,0.090047393364929,"2023/04/18, 21:51:20",v2.2.2,0,5,false,,false,false,,,,,,,,,,,
Camunda Carbon Reductor,Allows you to time shift your processes' carbon emissions when energy is clean while still fulfilling the requested service level agreement.,envite-consulting,https://github.com/envite-consulting/camunda-carbon-reductor.git,github,"bpmn,camunda,connector,sustainability,camunda-platform-8,green-it",Computation and Communication,"2024/05/06, 06:16:03",21,0,5,true,Java,envite consulting GmbH,envite-consulting,"Java,Dockerfile",,,"2022/10/19, 06:07:20",565,MIT,91,183,"2024/05/06, 06:16:06",2,94,105,59,0,0,1.2,0.539772727272727,"2024/05/06, 06:21:06",v2.1.2,0,6,false,,false,true,,,https://github.com/envite-consulting,https://envite.de,Germany,,,https://avatars.githubusercontent.com/u/112858958?v=4,,,
Quell,The Content Management Software that combats climate change stopping web carbon production in its tracks.,rollthecloudinc,https://github.com/rollthecloudinc/quell.git,github,,Computation and Communication,"2024/03/26, 03:45:48",14,7,3,true,TypeScript,ROLL THE CLOUD INC.,rollthecloudinc,"TypeScript,HTML,JavaScript,SCSS,Shell",https://demo.carbonfreed.app/pages/create-panel-page,,"2020/10/20, 19:51:55",1294,GPL-3.0,36,1098,"2024/03/26, 03:45:49",310,20,62,7,41,1,0,0.155919153031761,,,0,3,false,,true,true,"kisscorp/forged-build,rollthecloudinc/rtc-build-prod-v2,rollthecloudinc/bloodhound-build,rollthecloudinc/spearhead-build,rollthecloudinc/spearhead-docs-build,rollthecloudinc/carbonintense-build,rollthecloudinc/vertigoapp-build",,https://github.com/rollthecloudinc,https://rtc.eco,United States of America,,,https://avatars.githubusercontent.com/u/104270036?v=4,,,
