project_name,oneliner,git_namespace,git_url,topics,rubric,last_update,stargazers_count,number_of_dependents,stars_last_year,project_active_checkbox,dominating_language,organization,organization_user_name,languages,homepage,created,license,total_commits_last_year,total_number_of_commits,last_issue_closed,open_issues,closed_pullrequests,closed_issues,open_pullrequests,reviews_per_pr,community_development_distribution_score,last_released_date,last_release_tag_name,good_first_issue,contributors,accepts_donations,donation_platforms,code_of_conduct,contribution_guide,organization_avatar,dependents_repos
rayflare,"Provide a flexible, user-friendly Python environment to model complex optical stacks, with a focus on solar cells.",qpv-research-group,https://github.com/qpv-research-group/rayflare.git,"physics,optics,raytracing,ray-tracing,rigorous-coupled-wave,transfer-matrix-method,solar-cells,multiscale-simulation",Photovoltaics and Solar Energy,"2021/10/11, 18:49:00",4,0,3,true,Python,qpv-research-group,Quantum Photovoltaics Research Group,"Python,TeX",,"2019/06/12, 20:01:41",CUSTOM,115,386,"2021/10/11, 18:48:55",5,24,33,0,0.0,0.0,"2021/09/24, 12:34:45",v1.0.1,0,1,false,,true,true,https://avatars.githubusercontent.com/u/48552948?v=4,
pv-terms,Contains nomenclature for PV-relevant terms that are used in modeling and data analysis for PV systems.,DuraMAT,https://github.com/DuraMAT/pv-terms.git,,Photovoltaics and Solar Energy,"2020/11/25, 16:05:03",10,0,0,false,Python,,DuraMAT,"Python,Batchfile,Makefile,HTML",,"2020/03/13, 13:05:13",BSD-3-Clause,0,158,"2020/07/23, 14:09:44",12,7,17,0,0.0,0.5769230769230769,,,0,4,false,,false,false,https://avatars.githubusercontent.com/u/55461754?v=4,
StatisticalClearSky,Statistical estimation of a clear sky signal from PV system power data.,slacgismo,https://github.com/slacgismo/StatisticalClearSky.git,,Photovoltaics and Solar Energy,"2021/09/30, 21:26:17",21,3,3,true,Jupyter Notebook,slacgismo,SLAC GISMo,"Jupyter Notebook,Python,Shell",,"2018/01/15, 01:38:46",BSD-2-Clause,32,468,"2021/09/29, 22:10:47",3,28,30,1,0.0,0.323943661971831,"2021/07/01, 19:47:32",v0.4.4,0,5,false,,false,true,https://avatars.githubusercontent.com/u/19895500?v=4,"slacgismo/solar-data-tools,Rufski/S2DS_EPRI,slacgismo/solar-data-pipeline"
Photovoltaic_Fault_Detector,Model-definition is a deep learning application for fault detection in photovoltaic plants.,RentadroneCL,https://github.com/RentadroneCL/Photovoltaic_Fault_Detector.git,"yolo3,detector-model,model-detection,detection-boxes,fault-detection,solar-energy,photovoltaic-panels,hacktoberfest,hacktoberfest2020",Photovoltaics and Solar Energy,"2021/08/26, 11:08:48",10,0,5,true,Jupyter Notebook,RENTADRONE,RentadroneCL,"Jupyter Notebook,HTML,Python",https://rentadrone.cl/developers/photovoltaic-fault-detector/,"2020/01/16, 13:50:45",GPL-3.0,15,136,"2020/12/18, 19:27:36",4,26,31,2,0.0,0.09999999999999998,,,2,4,false,,true,true,https://avatars.githubusercontent.com/u/32961692?v=4,
nasapower,"Aims to make it quick and easy to automate downloading NASA-POWER global meteorology, surface solar energy and climatology data in your R session as a tidy data frame tibble object for analysis and use in modeling or other purposes.",ropensci,https://github.com/ropensci/nasapower.git,"agroclimatology,weather,r,nasa-power,nasa,agroclimatology-data,weather-variables,weather-data,earth-science,rstats,data-access,r-package",Photovoltaics and Solar Energy,"2021/10/28, 08:06:12",73,0,23,true,R,rOpenSci,ropensci,"R,TeX",https://docs.ropensci.org/nasapower,"2017/11/02, 06:08:53",CUSTOM,285,1808,"2021/09/13, 12:23:24",4,3,58,0,0.0,0.0012062726176115257,"2021/08/23, 11:58:17",v4.0.0,0,2,false,,true,true,https://avatars.githubusercontent.com/u/1200269?v=4,
pvcompare,A model for comparing the benefits of different PV technologies in a specified local energy system in different energy supply scenarios.,greco-project,https://github.com/greco-project/pvcompare.git,,Photovoltaics and Solar Energy,"2021/07/28, 07:50:42",10,0,6,true,Python,GRECO project,greco-project,"Python,Fortran,Shell",,"2019/11/28, 09:16:52",AGPL-3.0,930,2042,"2021/07/20, 14:27:30",32,168,302,4,1.8,0.5661680092059839,"2021/05/29, 15:29:06",v0.0.3,0,5,false,,false,true,https://avatars.githubusercontent.com/u/50671643?v=4,
SolTrace,A software tool developed at NREL to model concentrating solar power (CSP) systems and analyze their optical performance.,NREL,https://github.com/NREL/SolTrace.git,,Photovoltaics and Solar Energy,"2021/08/29, 13:12:46",23,0,5,true,C++,NREL,National Renewable Energy Laboratory,"C++,TeX,Inno Setup,CMake,Makefile,Python",https://www.nrel.gov/csp/soltrace.html,"2017/06/29, 15:20:21",CUSTOM,2,56,"2021/08/06, 20:45:51",18,11,17,2,0.1,0.09523809523809523,,,0,4,false,,false,true,https://avatars.githubusercontent.com/u/1906800?v=4,
CarrierCapture.jl,A set of codes to compute carrier capture and recombination rates in semiconducting compounds like solar cells.,WMD-group,https://github.com/WMD-group/CarrierCapture.jl.git,"defects,semiconductors,electronic-structure,materials-design,solar-cells",Photovoltaics and Solar Energy,"2021/11/14, 09:21:24",24,0,14,true,Jupyter Notebook,Materials Design Group,WMD-group,"Jupyter Notebook,Julia,Python,TeX",https://wmd-group.github.io/CarrierCapture.jl/dev/,"2018/04/23, 12:10:13",MIT,12,278,"2021/05/06, 23:51:49",1,9,17,0,0.1111111111111111,0.5798319327731092,"2020/03/12, 09:31:02",v0.3,0,9,false,,false,false,https://avatars.githubusercontent.com/u/1716969?v=4,
honeybee,"A Python library to create, run and visualize the results of daylight (RADIANCE) and energy analysis (EnergyPlus/OpenStudio).",ladybug-tools,https://github.com/ladybug-tools/honeybee.git,,Photovoltaics and Solar Energy,"2021/08/25, 05:31:45",87,0,13,true,Python,Ladybug Tools,ladybug-tools,"Python,Shell,Dockerfile",http://ladybug-tools.github.io/honeybee/docs,"2015/12/24, 23:43:38",GPL-3.0,84,797,"2021/09/22, 08:09:13",36,282,452,0,0.0,0.2186147186147186,"2020/08/13, 22:16:10",v1.0.1,0,8,false,,true,true,https://avatars.githubusercontent.com/u/14942270?v=4,
Open Solar Project,ESP32 Smart Solar Charger.,opensolarproject,https://github.com/opensolarproject/OSPController.git,,Photovoltaics and Solar Energy,"2021/11/14, 16:10:32",137,0,42,true,C++,Open Solar Project,opensolarproject,"C++,Python",https://github.com/opensolarproject/OSPController/wiki,"2019/08/09, 20:33:23",GPL-3.0,8,89,"2021/06/23, 13:14:04",10,2,15,0,0.0,0.011363636363636354,"2020/06/26, 19:38:24",v2.0,0,2,false,,false,false,https://avatars.githubusercontent.com/u/53953954?v=4,
MPPT-Solar-Charger,Supporting documentation and software for the MPPT Solar Charger.,danjulio,https://github.com/danjulio/MPPT-Solar-Charger.git,,Photovoltaics and Solar Energy,"2021/11/26, 15:31:04",72,0,22,true,C,Open Solar Project,,"C,C++,Assembly",,"2018/04/30, 04:48:29",GPL-3.0,2,46,"2021/01/10, 22:43:46",1,0,2,0,0,0.0,,,0,1,false,,false,false,https://avatars.githubusercontent.com/u/53953954?v=4,
Tonatiuh,A Monte Carlo ray tracer for the optical simulation of solar concentrating systems.,iat-cener,https://github.com/iat-cener/tonatiuh.git,"solar-concentrating-systems,simulation,solar,energy",Photovoltaics and Solar Energy,"2021/11/03, 00:17:28",41,0,5,true,C++,National Renewable Energy Centre - CENER,iat-cener,"C++,QMake,Prolog,C,Batchfile",http://iat-cener.github.io/tonatiuh/,"2015/05/08, 10:51:30",GPL-3.0,0,1167,"2020/12/18, 07:26:19",42,1,68,0,0.0,0.07587768969422426,"2017/09/15, 07:38:25",v2.2.4,0,5,false,,false,false,https://avatars.githubusercontent.com/u/12331888?v=4,
PV4GER,Aims at democratizing and accelerating the access to photovoltaic systems data in Germany and beyond.,kdmayer,https://github.com/kdmayer/3D-PV-Locator.git,"neurips-2020,solar,renewable-energy,pv-systems,deepsolar,computer-vision,inception-v3,deeplabv3,network-planning,solar-panels,climate-change,ai",Photovoltaics and Solar Energy,"2021/11/20, 21:39:52",19,0,19,true,Python,National Renewable Energy Centre - CENER,,Python,,"2021/01/20, 12:47:54",MIT,94,99,"2021/05/24, 16:03:30",0,3,4,0,0.0,0.0,,,0,1,false,,false,false,https://avatars.githubusercontent.com/u/12331888?v=4,
PV Free,A public API for PV modeling parameters.,BreakingBytes,https://github.com/BreakingBytes/pvfree.git,,Photovoltaics and Solar Energy,"2021/08/04, 06:21:30",15,0,3,true,Python,Breaking Bytes,BreakingBytes,"Python,HTML",https://pvfree.herokuapp.com/,"2015/02/28, 08:09:30",BSD-2-Clause,4,236,"2021/03/25, 22:04:45",3,19,29,1,0.0,0.0,,,0,3,false,,false,false,https://avatars.githubusercontent.com/u/1437576?v=4,
Pysolar,A collection of Python libraries for simulating the irradiation of any point on earth by the sun. It includes code for extremely precise ephemeris calculations.,pingswept,https://github.com/pingswept/pysolar.git,,Photovoltaics and Solar Energy,"2021/11/24, 01:41:01",276,0,46,true,Jupyter Notebook,Breaking Bytes,,"Jupyter Notebook,Python",http://pysolar.org,"2008/03/01, 23:35:48",GPL-3.0,14,343,"2021/10/28, 19:24:20",16,69,129,0,0.0,0.4196891191709845,"2021/09/20, 21:33:11",0.10,0,38,false,,false,false,https://avatars.githubusercontent.com/u/1437576?v=4,
PV_ICE,"An open-source tool to quantify Solar Photovoltaics (PV) Energy and Mass Flows in the Circular Economy, from a Reliability and Lifetime approach.",NREL,https://github.com/NREL/PV_ICE.git,"circular-economy,circularity-metrics,reliability,solar-energy,circularity,mass-flow,repair,reuse,recycle,photovoltaics,lifetime",Photovoltaics and Solar Energy,"2021/11/22, 13:03:51",10,0,6,true,Python,NREL,National Renewable Energy Laboratory,Python,https://PV_ICE.readthedocs.io,"2020/03/18, 21:31:34",CUSTOM,377,614,"2021/11/09, 16:46:37",3,10,13,0,0.7,0.40494296577946765,"2021/11/09, 16:49:00",v0.2.1,0,5,false,,false,false,https://avatars.githubusercontent.com/u/1906800?v=4,
Solar electricity Nowcasting,Build the world's best near-term forecasting system for solar electricity generation.,openclimatefix,https://github.com/openclimatefix/nowcasting.git,nowcasting,Photovoltaics and Solar Energy,"2021/11/24, 16:38:04",17,0,17,true,TypeScript,openclimatefix,Open Climate Fix,"TypeScript,JavaScript,CSS",https://openclimatefix.org/projects/nowcasting/,"2020/12/15, 15:40:01",MIT,20,20,"2021/10/13, 14:24:37",0,1,2,0,0.0,0.35,,,0,3,false,,false,false,https://avatars.githubusercontent.com/u/48357542?v=4,
Solar Forecast Arbiter,"Core data gathering, validation, processing, and reporting package for the Solar Forecast Arbiter.",SolarArbiter,https://github.com/SolarArbiter/solarforecastarbiter-core.git,,Photovoltaics and Solar Energy,"2021/11/04, 23:23:01",15,3,5,true,Python,Solar Forecast Arbiter,SolarArbiter,"Python,Jinja,HTML,TeX,Dockerfile,C",https://solarforecastarbiter-core.readthedocs.io,"2019/01/23, 17:31:36",MIT,42,460,"2021/11/04, 23:22:58",115,335,636,6,0.9,0.49079754601227,"2021/11/04, 23:28:57",1.0.8,0,7,false,,false,true,https://avatars.githubusercontent.com/u/43686373?v=4,"SolarArbiter/workshop,SolarArbiter/solarforecastarbiter-dashboard,SolarArbiter/solarforecastarbiter-api"
pv-system-profiler,Estimating PV array location and orientation from real-world power datasets.,slacgismo,https://github.com/slacgismo/pv-system-profiler.git,,Photovoltaics and Solar Energy,"2021/10/15, 10:45:29",6,1,5,true,Jupyter Notebook,slacgismo,SLAC GISMo,"Jupyter Notebook,Python,Shell",,"2019/04/23, 18:33:36",BSD-2-Clause,425,778,"2021/10/13, 19:42:00",4,28,29,1,0.1,0.19581749049429653,"2021/10/13, 19:42:35",v0.1.4,0,4,false,,false,true,https://avatars.githubusercontent.com/u/19895500?v=4,slacgismo/solar-data-tools
"A Global Inventory of Commerical-, Industrial-, and Utility-Scale Photovoltaic Solar Generating Units",Used to produce a global inventory of utility-scale solar photvoltaic generating station.,Lkruitwagen,https://github.com/Lkruitwagen/solar-pv-global-inventory.git,,Photovoltaics and Solar Energy,"2021/11/25, 08:55:39",62,0,61,true,Jupyter Notebook,slacgismo,,"Jupyter Notebook,Python",,"2019/11/24, 22:39:07",MIT,22,111,"2020/06/15, 20:41:25",1,7,9,0,0.0,0.03157894736842104,"2021/06/30, 08:43:52",v1.0.0,0,2,false,,false,true,https://avatars.githubusercontent.com/u/19895500?v=4,
IEA-15-240-RWT,A 15 MW reference wind turbine repository developed in conjunction with IEA Wind.,IEAWindTask37,https://github.com/IEAWindTask37/IEA-15-240-RWT.git,,Wind Turbines,"2021/11/23, 15:21:50",109,0,42,true,Roff,,IEAWindTask37,"Roff,Python,Scheme,F*",,"2019/10/08, 15:18:15",Apache-2.0,17,341,"2021/11/04, 05:21:48",13,27,58,2,0.1,0.6036866359447004,"2021/02/04, 17:34:11",v1.0,0,9,false,,false,true,https://avatars.githubusercontent.com/u/36546446?v=4,
makani,"A project to develop a commercial-scale airborne wind turbine, culminating in a flight test of the Makani M600 off the coast of Norway.",google,https://github.com/google/makani.git,"makani,wind,renewable-energy,energy-kites,wind-power",Wind Turbines,"2021/11/17, 13:42:56",1097,0,110,false,C++,Google,google,"C++,C,Python,Roff,Java,Jupyter Notebook,MATLAB,Perl,Starlark,Shell,RPC,JavaScript,Assembly,HTML,Objective-C,XC,XS,CSS,SWIG,Makefile,Vim script,Dockerfile,Emacs Lisp",,"2020/05/18, 18:13:25",Apache-2.0,0,44,"2020/09/10, 15:27:40",5,9,9,5,1.4444444444444444,0.3548387096774194,,,0,3,false,,false,true,https://avatars.githubusercontent.com/u/1342004?v=4,
windpowerlib,A library to model the output of wind turbines and farms.,wind-python,https://github.com/wind-python/windpowerlib.git,"wind,energy,power,model,modelling",Wind Turbines,"2021/11/26, 15:56:40",197,9,51,true,Python,,wind-python,"Python,Jupyter Notebook",https://oemof.org/,"2016/08/26, 13:50:35",MIT,18,1523,"2021/11/15, 07:32:46",14,51,105,4,2.2,0.3736447039199333,"2021/03/09, 16:25:46",v0.2.1,0,9,false,,false,false,https://avatars.githubusercontent.com/u/21263042?v=4,"rohitsanam/streamlit-basic-app,montefesp/EPIPPy,thesethtruth/LESO,brizett/reegis_hp,andrewlyden/PyLESA,Pyosch/vpplib,open-fred/lib_validation,reegis/reegis,oemof/feedinlib"
turbinesFoam,A library for simulating wind and marine hydrokinetic turbines in OpenFOAM using the actuator line method.,turbinesFoam,https://github.com/turbinesFoam/turbinesFoam.git,"openfoam,turbines,airfoils,blade-element,actuator-line,wind-energy",Wind Turbines,"2021/11/23, 08:57:22",53,0,15,true,C++,turbinesFoam,turbinesFoam,"C++,C,Python,Roff,Shell",,"2014/06/24, 19:30:49",GPL-3.0,13,1188,"2021/11/02, 14:45:47",121,58,216,5,1.3,0.02933088909257564,"2019/11/15, 01:53:16",v0.1.1,0,5,false,,false,false,https://avatars.githubusercontent.com/u/10404114?v=4,
nalu-wind,Solver for wind farm simulations targeting exascale computational platforms.,Exawind,https://github.com/Exawind/nalu-wind.git,"low-mach,wind-energy,les,cfd,ecp,exascale-computing,exawind",Wind Turbines,"2021/11/24, 16:15:28",67,0,24,true,C,exawind,Exawind,"C,C++,Fortran,CMake,Shell,Python,Dockerfile",https://exawind.org,"2018/05/03, 15:39:32",CUSTOM,120,2136,"2021/11/23, 20:02:23",31,688,887,6,1.9,0.7737341772151899,"2021/03/21, 18:48:03",v1.3.0,0,40,false,,false,true,https://avatars.githubusercontent.com/u/22328575?v=4,
openfast,"Created with the goal of being a community model developed and used by research laboratories, academia, and industry.",OpenFAST,https://github.com/OpenFAST/openfast.git,,Wind Turbines,"2021/11/25, 02:32:16",319,0,124,true,Fortran,OpenFAST,OpenFAST,"Fortran,C++,C,CMake,Python,MATLAB,Makefile,Batchfile,Shell,Dockerfile",http://openfast.readthedocs.io,"2016/08/31, 20:07:10",Apache-2.0,394,7666,"2021/11/26, 15:06:18",119,359,765,16,1.0,0.5888108912997234,"2021/06/24, 00:25:18",v3.0.0,0,40,false,,false,false,https://avatars.githubusercontent.com/u/15838605?v=4,
amr-wind,"A massively parallel, block-structured adaptive-mesh, incompressible flow solver for wind turbine and wind farm simulations.",Exawind,https://github.com/Exawind/amr-wind.git,"ecp,exascale-computing,amrex,amr,wind,wind-turbines",Wind Turbines,"2021/11/23, 20:02:46",31,0,15,true,C++,Exawind,exawind,"C++,Assembly,CMake,Python,C,SWIG,Makefile,Dockerfile",https://exawind.github.io/amr-wind,"2019/11/04, 19:10:43",CUSTOM,252,1697,"2021/11/17, 16:49:19",16,430,480,4,3.6,0.7305224564619615,,,0,28,false,,false,false,https://avatars.githubusercontent.com/u/22328575?v=4,
OpenOA,"This library provides a framework for working with large time series data from wind plants, such as SCADA.",NREL,https://github.com/NREL/OpenOA.git,,Wind Turbines,"2021/11/25, 04:03:18",98,1,41,true,Python,NREL,National Renewable Energy Laboratory,"Python,TeX,Batchfile,Jupyter Notebook,Makefile",https://openoa.readthedocs.io/,"2016/12/22, 18:16:30",BSD-3-Clause,59,480,"2021/08/20, 04:39:32",17,92,158,6,0.8,0.5387323943661972,"2021/05/29, 03:06:45",v2.2,0,12,false,,false,true,https://avatars.githubusercontent.com/u/1906800?v=4,vchaparro/wind-power-forecasting
ROSCO,NREL's Reference OpenSource Controller for wind turbine applications.,NREL,https://github.com/NREL/ROSCO.git,,Wind Turbines,"2021/11/11, 07:24:07",27,0,19,true,Python,NREL,National Renewable Energy Laboratory,"Python,Roff,Fortran,MATLAB,Scheme,F*,CMake,Shell,M",https://rosco.readthedocs.io/en/latest/,"2019/11/08, 15:47:14",Apache-2.0,63,470,"2021/11/10, 22:49:40",6,59,83,2,0.8,0.1645161290322581,"2021/11/10, 22:50:54",v2.4.1,0,7,false,,false,false,https://avatars.githubusercontent.com/u/1906800?v=4,
floris,A controls-oriented engineering wake model.,NREL,https://github.com/NREL/floris.git,,Wind Turbines,"2021/11/11, 09:19:45",74,0,35,true,Python,NREL,National Renewable Energy Laboratory,"Python,HTML,JavaScript,CSS",http://floris.readthedocs.io/,"2019/04/01, 17:38:14",Apache-2.0,42,1222,"2021/11/09, 23:55:17",26,182,216,3,5.6,0.47459459459459463,"2021/07/02, 17:53:46",v2.4,1,21,false,,false,false,https://avatars.githubusercontent.com/u/1906800?v=4,
windtools,The Wind Energy Generation Tools provides useful tools to assist in wind energy simulations.,FZJ-IEK3-VSA,https://github.com/FZJ-IEK3-VSA/windtools.git,,Wind Turbines,"2021/10/11, 12:17:28",3,0,2,false,Python,FZJ-IEK3,FZJ-IEK3-VSA,Python,,"2019/08/01, 10:06:34",Apache-2.0,0,12,"2020/06/19, 12:12:53",0,1,1,0,0.0,0.0,,,0,2,false,,false,false,https://avatars.githubusercontent.com/u/28654423?v=4,
WISDEM,Wind Plant Integrated System Design and Engineering Model.,WISDEM,https://github.com/WISDEM/WISDEM.git,"openmdao,systems-engineering,wisdem,wind",Wind Turbines,"2021/11/04, 16:33:59",67,0,25,true,Python,WISDEM,WISDEM,"Python,C,Fortran,Shell,Makefile",https://www.nrel.gov/wind/systems-engineering.html,"2014/09/04, 20:30:24",Apache-2.0,559,2956,"2021/11/24, 16:42:32",6,240,330,0,1.8,0.5620041753653444,"2021/11/04, 17:25:50",v3.4.1,0,18,false,,false,false,https://avatars.githubusercontent.com/u/5444272?v=4,
LandBOSSE,"The Land-based Balance-of-System Systems Engineering model is a systems engineering tool that estimates the balance-of-system costs associated with installing utility scale wind plants (10, 1.5 MW turbines or larger).",WISDEM,https://github.com/WISDEM/LandBOSSE.git,,Wind Turbines,"2021/08/09, 16:49:09",9,0,2,true,Python,WISDEM,WISDEM,Python,,"2014/10/06, 20:54:57",CUSTOM,15,588,"2021/08/09, 16:49:08",17,82,159,2,0.4,0.3936170212765957,"2021/08/09, 16:50:27",v2.4.0,0,7,false,,false,false,https://avatars.githubusercontent.com/u/5444272?v=4,
OpenMDAO,Optimization of Aerodynamic systems.,OpenMDAO,https://github.com/OpenMDAO/OpenMDAO.git,"nasa,open-source,framework,openmdao,optimization",Wind Turbines,"2021/11/26, 12:29:57",300,100,80,true,Python,OpenMDAO,OpenMDAO,"Python,Jupyter Notebook,HTML,JavaScript,CSS,Makefile,TeX,Shell",http://openmdao.org,"2016/08/25, 15:53:25",CUSTOM,1495,14497,"2021/11/24, 18:16:50",60,1792,2302,7,1.6,0.7034440090740359,,,0,46,false,,false,false,https://avatars.githubusercontent.com/u/861615?v=4,"illacceptanything/illacceptanything,fast-aircraft-design/FAST-OAD_notebooks,SEhrm/sim-comp,kejacobson/om_dash,NREL/WindSE,tinapiao/Software-IC-Automation,supaero-aircraft-design/FAST-GA,Bossgb97/CCBlade,sumukhbhoopalam/Covid-19_SAT,UCSDMorimotoLab/CTRoptimization,anugrahjo/atomics_lite,LSDOlab/omtools,abcdefg781/f1.github.io,Mith15/ECE496_2021,LSDOlab/atomics,jiy352/doc_test,anugrahjo/array_manager,dingraha/CCBladeOpenMDAOExamples,mid2SUPAERO/RP_MAE_VictorGUADANO,ShinsukeSakai0321/Zassou,ShinsukeSakai0321/Image-Web-Apli,WISDEM/Plant_FinanceSE,Rlmuniz/toa,WISDEM/Turbine_CostsSE,NitroCortex/aerostructures,Partmedia/bag,LSDOlab/lsdo_cubesat,vgucsd/cubesat,ovidner/openmdao-nsga,mid2SUPAERO/ecoHALE,JustinSGray/path_dependent_missions,ovidner/openmdao-scop,sdaudlin/BAG_framework,WISDEM/FloatingSE,WISDEM/TowerSE,MAE155B-Group-3-SP20/Group3Repo,ocakgun/BAG_framework,WISDEM/WEIS,jcchin/boring,jcchin/RadialMotorDesign,Kenneth-T-Moore/AMIEGO,git-it/pulse_cam,johnjasa/multifidelity_studies,johnjasa/nrel_openmdao_extensions,fmsnew/nas-bench-nlp-release,Team-Neurons/Covid-Doctor,shubhamgoel90/Covid-Doctor,kushaggarwal/Covid-Doctor,byuflowlab/CCBlade.jl,metamorph-inc/run_mdao,thearn/pandemic,Project-Platypus/Rhodium,onodip/OpenMDAO-XDSM,WISDEM/ORBIT,naylor-b/om_devtools,bluecheetah/bag,bbrelje/jenkins-github-ci-test,DARcorporation/airfoil-optimizer,DARcorporation/nsde,ucb-art/BAG_framework,DARcorporation/airfoil-optimizer-web-ui,OpenMDAO/pyCycle,ovidner/openmdao-bridge-excel,ovidner/openmdao-bridge-matlab,byuflowlab/OpenMDAO.jl,ovidner/openmdao-omt,metamorph-inc/openmdao-csv-driver,metamorph-inc/conductor-mdao,edwardcwang/BAG_framework,WISDEM/WISDEM,byuflowlab/gaussian-wake,OneraHub/openmdao_extensions,William-Metz/OASFORNEURALNETWORKS,OneraHub/WhatsOpt-CLI,mid2SUPAERO/aerostructures,daniel-de-vries/fortran-mdao,DTUWindEnergy/TopFarm2,ovidner/staircase-optigurator,mid2SUPAERO/StaticAeroelasticity-MDO-IACONO,byuflowlab/stanley2018-turbine-design,OpenMDAO/library_template,sairajk/Image-Super-Resolution-Application,mdolab/OpenAeroStruct,OpenMDAO/dymos,mushtaq96/8semproject,TOPFARM-Wind/tutorial_openmdao2,mdolab/openconcept,bbrelje/travis_tutorial,rethore/FUSED-meteor,metamorph-inc/matlab_wrapper,OpenMDAO/flops_wrapper,daniel-de-vries/OpenLEGO,jarrodsinclair/doegen,metamorph-inc/fmu_wrapper,metamorph-inc/bayesopt_openmdao,jcchin/MagnePlane,OpenMDAO/CADRE,byuflowlab/PlantEnergy,OpenMDAO/NRELTraining,naylor-b/aserver"
